length_mm,width_mm,height_mm,thickness_mm,area_mm2,moment_of_inertia_mm4,material_name,youngs_modulus_MPa,poisson_ratio,yield_strength_MPa,density_kg_m3,force_N,moment_Nmm,pressure_MPa,torque_Nmm,load_type,boundary_condition,max_stress_MPa,von_mises_stress_MPa,safety_factor,deflection_mm,strain
1078.79,13.88,31.79,20.21,280.42,37170.88,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,2,2,373.32,366.23,0.94,1480.8148,0.001867
1097.98,17.76,34.23,21.86,388.16,59346.06,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,0,0,198.08,194.43,4.44,1751.1337,0.001741
1117.17,21.63,36.67,23.52,508.74,88867.47,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,1,1,152.6,149.91,1.44,1220.1327,0.001304
1136.36,25.51,39.1,25.17,642.15,127100.83,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,2,2,171.74,168.87,1.25,553.9842,0.00089
1155.56,29.39,41.54,26.83,788.4,175523.95,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,0,0,104.28,102.65,2.65,1200.3071,0.001511
1174.75,33.27,43.97,28.48,947.49,235726.73,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,1,1,85.77,84.54,4.08,329.415,0.000429
1193.94,37.14,46.41,30.14,1119.41,309411.15,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,2,2,103.09,101.76,8.54,470.6087,0.000906
1213.13,41.02,48.85,31.79,1304.17,398391.3,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,0,0,68.13,67.35,3.23,378.854,0.000582
1232.32,44.9,51.28,33.45,1501.76,504593.35,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,1,1,56.43,55.88,3.81,193.0159,0.000292
1251.52,48.78,53.72,35.1,1712.19,630055.54,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,2,2,70.27,69.71,3.93,459.7318,0.001018
1270.71,52.65,56.15,36.76,1935.45,776928.23,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,0,0,50.64,50.33,6.91,136.6154,0.000253
1289.9,56.53,58.59,38.41,2171.56,947473.86,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,1,1,40.59,40.41,21.68,208.8996,0.000357
1309.09,60.41,61.03,40.07,2420.49,1144066.94,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,2,2,51.7,51.58,4.26,178.3715,0.000442
1328.28,64.29,63.46,41.72,2682.27,1369194.09,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,0,0,41.45,41.44,5.19,95.6876,0.000215
1347.47,68.16,65.9,43.38,2956.88,1625454.02,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,1,1,30.93,30.98,8.92,238.5552,0.000448
1366.67,72.04,68.33,45.03,3244.32,1915557.52,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,2,2,40.01,40.15,8.75,73.8348,0.0002
1385.86,75.92,70.77,46.69,3544.6,2242327.48,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,0,0,36.69,36.9,23.98,117.1054,0.000322
1405.05,79.8,73.21,48.34,3857.72,2608698.86,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,1,1,24.56,24.74,8.96,103.3516,0.00021
1424.24,83.67,75.64,50.0,4183.67,3017718.72,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,2,2,32.15,32.45,6.69,57.134,0.000167
1443.43,87.55,78.08,2.0,175.1,3472546.23,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,0,0,564.18,570.47,0.49,146.4026,0.008176
1462.63,91.43,80.51,3.66,334.19,3976452.61,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,1,1,287.18,290.85,1.22,46.4691,0.001436
1481.82,95.31,82.95,5.31,506.11,4532821.2,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,2,2,270.44,274.31,3.25,75.4341,0.002376
1501.01,99.18,85.38,6.97,690.87,5145147.42,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,0,0,156.36,158.82,1.41,68.021,0.001336
1520.2,103.06,87.82,8.62,888.46,5817038.77,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,1,1,112.28,114.18,1.91,38.3609,0.000582
1539.39,106.94,90.26,10.28,1098.89,6552214.86,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,2,2,129.41,131.74,2.13,100.1426,0.001875
1558.59,110.82,92.69,11.93,1322.15,7354507.37,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,0,0,92.13,93.87,3.8,32.3429,0.000461
1577.78,114.69,95.13,13.59,1558.25,8227860.07,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,1,1,66.5,67.8,13.23,53.364,0.000584
1596.97,118.57,97.56,15.24,1807.19,9176328.84,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,2,2,81.72,83.36,2.69,48.8604,0.000698
1616.16,122.45,100.0,16.9,2068.97,10204081.63,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,0,0,68.72,70.12,3.13,27.9539,0.000356
1635.35,126.33,5.0,18.55,2343.57,1315.9,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,1,1,168.99,172.44,1.63,636061.6026,0.002449
1654.55,130.2,7.44,20.21,2631.02,4461.12,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,2,2,99.52,101.54,3.52,67879.2515,0.000498
1673.74,134.08,9.87,21.86,2931.3,10749.21,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,0,0,58.42,59.59,15.06,51901.2257,0.000513
1692.93,137.96,12.31,23.52,3244.42,21433.8,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,1,1,46.83,47.74,4.7,26530.6393,0.0004
1712.12,141.84,14.74,25.17,3570.37,37880.63,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,2,2,51.32,52.28,4.19,9533.4189,0.000266
1731.31,145.71,17.18,26.83,3909.16,61567.49,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,0,0,53.85,54.8,5.13,17181.7991,0.00078
1750.51,149.59,19.62,28.48,4260.79,94084.29,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,1,1,30.92,31.43,11.32,4060.9221,0.000155
1769.7,153.47,22.05,30.14,4625.25,137133.02,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,2,2,38.22,38.8,23.03,5124.4416,0.000336
1788.89,157.35,24.49,31.79,5002.55,192527.75,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,0,0,52.28,53.01,4.21,3714.208,0.000447
1808.08,161.22,26.92,33.45,5392.68,262194.66,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,1,1,24.03,24.33,8.95,1729.1496,0.000125
1827.27,165.1,29.36,35.1,5795.65,348171.99,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,2,2,30.9,31.23,8.93,3807.9417,0.000448
1846.46,168.98,31.79,36.76,6211.46,452610.1,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,0,0,52.43,52.89,6.68,1056.2008,0.000262
1865.66,172.86,34.23,38.41,6640.1,577771.43,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,1,1,19.81,19.95,44.43,1519.1973,0.000174
1884.85,176.73,36.67,40.07,7081.58,726030.49,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,2,2,25.96,26.1,8.47,1228.0714,0.000222
1904.04,180.61,39.1,41.72,7535.89,899873.9,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,0,0,53.61,53.78,4.01,627.0652,0.000278
1923.23,184.49,41.54,43.38,8003.04,1101900.37,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,1,1,16.86,16.88,16.37,1494.7832,0.000244
1942.42,188.37,43.97,45.03,8483.03,1334820.68,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,2,2,22.35,22.33,15.66,444.079,0.000112
1961.62,192.24,46.41,46.69,8975.85,1601457.73,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,0,0,55.44,55.29,15.87,678.2963,0.000487
1980.81,196.12,48.85,48.34,9481.51,1904746.48,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,1,1,14.65,14.58,15.02,578.1406,0.000125
2000.0,200.0,51.28,50.0,10000.0,2247734.0,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,2,2,19.58,19.45,10.98,309.4168,0.000101
100.0,10.0,53.72,2.0,20.0,129174.57,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,0,0,14.04,13.92,19.66,0.0038,0.000203
119.19,13.88,56.15,3.66,50.72,204771.78,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,1,1,32.6,32.27,10.74,0.0084,0.000163
138.38,17.76,58.59,5.31,94.29,297582.04,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,2,2,45.41,44.87,19.38,0.0293,0.000399
157.58,21.63,61.03,6.97,150.68,409699.65,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,0,0,31.49,31.07,6.99,0.0445,0.000269
176.77,25.51,63.46,8.62,219.92,543330.99,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,1,1,26.55,26.16,8.1,0.0377,0.000138
195.96,29.39,65.9,10.28,301.98,700794.55,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,2,2,33.74,33.21,8.18,0.1381,0.000489
215.15,33.27,68.33,11.93,396.89,884520.9,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,0,0,25.28,24.85,13.85,0.0596,0.000126
234.34,37.14,70.77,13.59,504.63,1097052.69,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,1,1,19.94,19.59,44.13,0.1269,0.000175
253.54,41.02,73.21,15.24,625.21,1341044.68,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,2,2,25.82,25.34,8.52,0.1458,0.000221
272.73,44.9,75.64,16.9,758.62,1619263.71,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,0,0,22.54,22.11,9.54,0.1023,0.000117
291.92,48.78,78.08,18.55,904.87,1934588.69,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,1,1,15.8,15.5,17.47,0.3257,0.000229
311.11,52.65,80.51,20.21,1063.95,2290010.65,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,2,2,20.77,20.36,16.85,0.1262,0.000104
330.3,56.53,82.95,21.86,1235.88,2688632.7,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,0,0,22.01,21.58,39.99,0.2462,0.000193
349.49,60.41,85.38,23.52,1420.63,3133670.03,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,1,1,13.04,12.78,16.88,0.2633,0.000111
368.69,64.29,87.82,25.17,1618.23,3628449.93,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,2,2,17.31,16.98,12.42,0.174,9e-05
387.88,68.16,90.26,26.83,1828.66,4176411.76,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,0,0,22.78,22.36,12.12,0.5267,0.00033
407.07,72.04,92.69,28.48,2051.92,4781107.0,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,1,1,11.06,10.87,31.64,0.1954,5.5e-05
426.26,75.92,95.13,30.14,2288.02,5446199.19,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,2,2,14.8,14.55,59.47,0.3672,0.00013
445.45,79.8,97.56,31.79,2536.96,6175463.99,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,0,0,24.3,23.93,9.05,0.3799,0.000208
464.65,83.67,100.0,33.45,2798.73,6972789.12,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,1,1,9.58,9.45,22.44,0.2439,5e-05
483.84,87.55,5.0,35.1,3073.34,911.99,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,2,2,60.76,59.99,4.54,6186.9516,0.000881
503.03,91.43,7.44,36.76,3360.79,3132.57,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,0,0,26.3,26.0,13.31,731.7608,0.000131
522.22,95.31,9.87,38.41,3661.07,7640.61,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,1,1,18.68,18.5,47.11,616.7356,0.000164
541.41,99.18,12.31,40.07,3974.19,15409.51,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,2,2,16.56,16.43,13.29,345.7628,0.000142
560.61,103.06,14.74,41.72,4300.14,27524.77,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,0,0,28.5,28.33,7.54,135.6359,0.000148
579.8,106.94,17.18,43.38,4638.93,45183.99,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,1,1,9.99,9.95,27.62,265.7222,0.000145
598.99,110.82,19.62,45.03,4990.56,69696.82,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,2,2,11.75,11.72,29.8,67.9975,5.9e-05
618.18,114.69,22.05,46.69,5355.02,102485.05,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,0,0,30.86,30.86,28.52,92.5604,0.000271
637.37,118.57,24.49,48.34,5732.32,145082.52,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,1,1,7.77,7.79,28.31,72.1231,6.6e-05
656.57,122.45,26.92,50.0,6122.45,199135.18,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,2,2,9.92,9.96,21.67,35.9828,5.1e-05
675.76,126.33,29.36,2.0,252.65,266401.07,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,0,0,179.97,181.05,1.53,84.6708,0.002608
694.95,130.2,31.79,3.66,475.92,348750.3,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,1,1,89.12,89.82,3.93,25.0258,0.000446
714.14,134.08,34.23,5.31,712.02,448165.09,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,2,2,86.38,87.22,10.19,38.2613,0.000759
733.33,137.96,36.67,6.97,960.96,566739.73,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,0,0,67.51,68.28,3.26,32.7987,0.000577
752.53,141.84,39.1,8.62,1222.73,706680.63,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,1,1,37.96,38.45,5.66,17.7213,0.000197
771.72,145.71,41.54,10.28,1497.34,870306.26,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,2,2,44.77,45.42,6.16,44.6107,0.000649
790.91,149.59,43.97,11.93,1784.79,1060047.19,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,0,0,53.13,53.97,6.59,13.97,0.000266
810.1,153.47,46.41,13.59,2085.07,1278446.09,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,1,1,24.15,24.56,36.44,22.4536,0.000212
829.29,157.35,48.85,15.24,2398.18,1528157.69,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,2,2,30.25,30.8,7.27,20.1069,0.000259
848.48,161.22,51.28,16.9,2724.14,1811948.84,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,0,0,49.75,50.7,4.32,11.2893,0.000258
867.68,165.1,53.72,18.55,3062.93,2132698.46,Aluminum_6061,69000,0.33,276,2700,20261.62,40404.04,40.82,20202.02,1,1,17.73,18.08,15.57,29.4032,0.000257
886.87,168.98,56.15,20.21,3414.55,2493397.58,Steel_AISI_1020,200000,0.29,350,7850,20765.66,41414.14,41.84,20707.07,2,2,22.88,23.34,15.3,9.4915,0.000114
906.06,172.86,58.59,21.86,3779.01,2897149.3,Titanium_Ti6Al4V,113800,0.342,880,4430,21269.7,42424.24,42.86,21212.12,0,0,49.64,50.65,17.73,15.6764,0.000436
925.25,176.73,61.03,23.52,4156.31,3347168.81,Copper_C11000,117000,0.355,220,8940,21773.74,43434.34,43.88,21717.17,1,1,14.03,14.32,15.68,14.3866,0.00012
944.44,180.61,63.46,25.17,4546.45,3846783.4,Stainless_Steel_304,193000,0.29,215,8000,22277.78,44444.44,44.9,22222.22,2,2,18.43,18.81,11.66,8.259,9.6e-05
963.64,184.49,65.9,26.83,4949.42,4399432.44,Aluminum_6061,69000,0.33,276,2700,22781.82,45454.55,45.92,22727.27,0,0,50.91,51.93,5.42,21.9493,0.000738
982.83,188.37,68.33,28.48,5365.22,5008667.41,Steel_AISI_1020,200000,0.29,350,7850,23285.86,46464.65,46.94,23232.32,1,1,11.63,11.86,30.08,7.217,5.8e-05
1002.02,192.24,70.77,30.14,5793.86,5678151.84,Titanium_Ti6Al4V,113800,0.342,880,4430,23789.9,47474.75,47.96,23737.37,2,2,15.47,15.76,56.88,12.1223,0.000136
1021.21,196.12,73.21,31.79,6235.34,6411661.39,Copper_C11000,117000,0.355,220,8940,24293.94,48484.85,48.98,24242.42,0,0,52.91,53.84,4.16,11.2982,0.000452
1040.4,200.0,75.64,33.45,6689.66,7213083.78,Stainless_Steel_304,193000,0.29,215,8000,24797.98,49494.95,50.0,24747.47,1,1,9.96,10.13,21.58,6.5788,5.2e-05
1059.6,10.0,78.08,35.1,351.03,396631.15,Aluminum_6061,69000,0.33,276,2700,25302.02,50505.05,0.0,25252.53,2,2,272.43,276.55,1.01,361.159,0.003948
1078.79,13.88,80.51,36.76,510.12,603568.7,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,0,0,139.75,141.67,2.5,88.2574,0.000699
1097.98,17.76,82.95,38.41,682.04,844444.21,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,1,1,104.23,105.5,8.44,119.357,0.000916
1117.17,21.63,85.38,40.07,866.8,1122192.65,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,2,2,117.69,118.92,1.87,93.941,0.001006
1136.36,25.51,87.82,41.72,1064.39,1439861.08,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,0,0,72.74,73.37,2.96,47.6742,0.000377
1155.56,29.39,90.26,43.38,1274.82,1800608.66,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,1,1,59.36,59.76,4.65,114.4097,0.00086
1174.75,33.27,92.69,45.03,1498.09,2207706.63,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,2,2,72.42,72.77,4.83,34.5028,0.000362
1193.94,37.14,95.13,46.69,1734.19,2664538.32,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,0,0,49.43,49.56,17.8,53.7887,0.000434
1213.13,41.02,97.56,48.34,1983.12,3174599.14,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,1,1,40.49,40.52,5.43,46.9624,0.000346
1232.32,44.9,100.0,50.0,2244.9,3741496.6,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,2,2,51.24,51.18,4.2,25.8071,0.000265
1251.52,48.78,5.0,2.0,97.55,508.08,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,0,0,874.88,872.12,0.32,567327.1062,0.012679
1270.71,52.65,7.44,3.66,192.46,1804.03,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,1,1,488.6,486.11,0.72,58771.8759,0.002443
1289.9,56.53,9.87,5.31,300.2,4532.01,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,2,2,425.99,423.02,2.07,43792.6236,0.003743
1309.09,60.41,12.31,6.97,420.77,9385.22,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,0,0,219.11,217.19,1.0,21885.8442,0.001873
1328.28,64.29,14.74,8.62,554.19,17168.92,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,1,1,170.6,168.81,1.26,7709.4657,0.000884
1347.47,68.16,17.18,10.28,700.44,28800.48,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,2,2,188.38,186.1,1.47,13651.5702,0.00273
1366.67,72.04,19.62,11.93,859.52,45309.35,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,0,0,117.3,115.71,2.98,3176.1454,0.000587
1385.86,75.92,22.05,13.59,1031.44,67837.08,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,1,1,94.55,93.14,9.31,3951.6615,0.000831
1405.05,79.8,24.49,15.24,1216.2,97637.29,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,2,2,112.88,111.06,1.95,2827.7885,0.000965
1424.24,83.67,26.92,16.9,1413.79,136075.71,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,0,0,79.6,78.24,2.7,1301.2567,0.000412
1443.43,87.55,29.36,18.55,1624.22,184630.14,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,1,1,62.29,61.17,4.43,2835.3033,0.000903
1462.63,91.43,31.79,20.21,1847.49,244890.49,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,2,2,77.35,75.91,4.52,778.7584,0.000387
1481.82,95.31,34.23,21.86,2083.59,318558.74,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,0,0,61.91,60.72,14.21,1110.0308,0.000544
1501.01,99.18,36.67,23.52,2332.53,407448.98,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,1,1,45.01,44.13,4.89,889.7843,0.000385
1520.2,103.06,39.1,25.17,2594.3,513487.37,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,2,2,57.25,56.13,3.76,450.7701,0.000297
1539.39,106.94,41.54,26.83,2868.91,638712.16,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,0,0,52.97,51.93,5.21,1066.6318,0.000768
1558.59,110.82,43.97,28.48,3156.35,785273.71,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,1,1,34.47,33.8,10.15,314.6881,0.000172
1577.78,114.69,46.41,30.14,3456.64,955434.44,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,2,2,44.55,43.71,19.75,477.5235,0.000391
1596.97,118.57,48.85,31.79,3769.75,1151568.89,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,0,0,48.55,47.67,4.53,404.5025,0.000415
1616.16,122.45,51.28,33.45,4095.71,1376163.68,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,1,1,27.47,26.99,7.83,215.2238,0.000142
1635.35,126.33,53.72,35.1,4434.5,1631817.49,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,2,2,35.91,35.32,7.69,532.095,0.00052
1654.55,130.2,56.15,36.76,4786.12,1921241.13,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,0,0,46.71,46.0,7.49,163.2945,0.000234
1673.74,134.08,58.59,38.41,5150.58,2247257.49,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,1,1,22.53,22.22,39.06,256.7758,0.000198
1692.93,137.96,61.03,40.07,5527.88,2612801.52,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,2,2,29.72,29.35,7.4,224.6601,0.000254
1712.12,141.84,63.46,41.72,5918.02,3020920.3,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,0,0,46.38,45.88,4.64,123.1134,0.00024
1731.31,145.71,65.9,43.38,6320.99,3474772.97,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,1,1,18.9,18.73,14.6,312.7064,0.000274
1750.51,149.59,68.33,45.03,6736.79,3977630.78,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,2,2,25.1,24.92,13.94,98.38,0.000126
1769.7,153.47,70.77,46.69,7165.43,4532877.05,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,0,0,46.99,46.73,18.73,158.2872,0.000413
1788.89,157.35,73.21,48.34,7606.91,5144007.21,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,1,1,16.14,16.08,13.63,141.4617,0.000138
1808.08,161.22,75.64,50.0,8061.22,5814628.76,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,2,2,21.56,21.52,9.97,79.0658,0.000112
1827.27,165.1,78.08,2.0,330.2,6548461.3,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,0,0,399.71,399.85,0.69,204.5552,0.005793
1846.46,168.98,80.51,3.66,617.65,7349336.52,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,1,1,201.0,201.47,1.74,65.4719,0.001005
1865.66,172.86,82.95,5.31,917.93,8221198.19,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,2,2,192.17,193.01,4.58,107.0545,0.001689
1884.85,176.73,85.38,6.97,1231.05,9168102.19,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,0,0,127.93,128.74,1.72,97.1392,0.001093
1904.04,180.61,87.82,8.62,1557.0,10194216.46,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,1,1,81.97,82.64,2.62,55.0766,0.000425
1923.23,184.49,90.26,10.28,1895.79,11303821.05,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,2,2,95.61,96.57,2.89,144.4357,0.001386
1942.42,188.37,92.69,11.93,2247.42,12501308.1,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,0,0,87.53,88.56,4.0,46.8272,0.000438
